CÓDIGO,NOME,IMAGEM,CNPJ,SETOR ECONÔMICO,SUBSETOR,SEGMENTO / ADM / PAÍS,TIPO,SEGMENTO
WLMM3,WLM Participacoes e Cmrc d Mqns e Vcs SA,https://bastter.com/mercado/images/acao/WLMM.gif,33.228.024/0001-51,Bens Industriais,Comércio,Material de Transporte,Ação,
WLMM4,WLM Participacoes e Cmrc d Mqns e Vcs SA Preference Shares,https://bastter.com/mercado/images/acao/WLMM.gif,33.228.024/0001-51,Bens Industriais,Comércio,Material de Transporte,Ação,
AGRO3,Brasilagro Companhia Braslr Propds Agrcl,https://bastter.com/mercado/images/acao/AGRO.gif,07.628.528/0001-59,Consumo não Cíclico,Agropecuária,Agricultura,Ação,NM
FRTA3,Pomifrutas SA,https://bastter.com/mercado/images/acao/FRTA.gif,86.550.951/0001-50,Consumo não Cíclico,Agropecuária,Agricultura,Ação,NM
SLCE3,SLC Agricola S.A.,https://bastter.com/mercado/images/acao/SLCE.gif,89.096.457/0001-55,Consumo não Cíclico,Agropecuária,Agricultura,Ação,NM
TESA3,Terra Santa Agro SA,https://bastter.com/mercado/images/acao/TESA.gif,05.799.312/0001-20,Consumo não Cíclico,Agropecuária,Agricultura,Ação,NM
BSEV3,Biosev SA,https://bastter.com/mercado/images/acao/BSEV.gif,15.527.906/0001-36,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool,Ação,NM
SMTO3,Sao Martinho SA,https://bastter.com/mercado/images/acao/SMTO.gif,51.466.860/0001-56,Consumo não Cíclico,Alimentos Processados,Açucar e Alcool,Ação,NM
MBRF3,MARFRIG GLOBAL FOODS S.A.,https://bastter-storage.b-cdn.net/acao/MBRF.gif,03.853.896/0001-40,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Ação,NM
BAUH3,Excelsior Alimentos SA,https://bastter.com/mercado/images/acao/BAUH.gif,95.426.862/0001-97,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Ação,
BAUH4,Excelsior Alimentos SA Preference Shares,https://bastter.com/mercado/images/acao/BAUH.gif,95.426.862/0001-97,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Ação,
JBSS3,JBS SA,https://bastter.com/mercado/images/acao/JBSS.gif,02.916.265/0001-60,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Ação,NM
BEEF3,Minerva SA,https://bastter.com/mercado/images/acao/BEEF.gif,67.620.377/0001-14,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Ação,NM
MNPR3,Minupar Participacoes SA,https://bastter.com/mercado/images/acao/MNPR.gif,90.076.886/0001-40,Consumo não Cíclico,Alimentos Processados,Carnes e Derivados,Ação,
CAML3,Camil Alimentos SA,https://bastter.com/mercado/images/acao/CAML.gif,64.904.295/0001-03,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,Ação,NM
JOPA3,Josapar Joaquim Oliveira SA Prtcpcs,https://bastter.com/mercado/images/acao/JOPA.gif,87.456.562/0001-22,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,Ação,
JOPA4,Josapar Joaquim Oliveira SA Prtcpcs Preference Shares,https://bastter.com/mercado/images/acao/JOPA.gif,87.456.562/0001-22,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,Ação,
MDIA3,M. Dias Branco SA Ind Com de Alimentos,https://bastter.com/mercado/images/acao/MDIA.gif,07.206.816/0001-15,Consumo não Cíclico,Alimentos Processados,Alimentos Diversos,Ação,NM
ABEV3,Ambev SA,https://bastter.com/mercado/images/acao/ABEV.gif,07.526.557/0001-00,Consumo não Cíclico,Bebidas,Cervejas e Refrigerantes,Ação,
NTCO3,Natura & Co Holding SA,https://bastter.com/mercado/images/acao/NTCO.gif,71.673.990/0001-77,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Uso Pessoal,Ação,NM
BOBR4,Bombril SA Preference Shares,https://bastter.com/mercado/images/acao/BOBR.gif,50.564.053/0001-03,Consumo não Cíclico,Produtos de Uso Pessoal e de Limpeza,Produtos de Limpeza,Ação,
CRFB3,Atacadao SA,https://bastter.com/mercado/images/acao/CRFB.gif,75.315.333/0001-09,Consumo não Cíclico,Comércio e Distribuição,Alimentos,Ação,NM
PCAR3,Companhia Brasileira de Distribuicao,https://bastter.com/mercado/images/acao/PCAR.gif,47.508.411/0001-56,Consumo não Cíclico,Comércio e Distribuição,Alimentos,Ação,N1
CRDE3,CR2 Empreendimentos Imobiliarios SA,https://bastter.com/mercado/images/acao/CRDE.gif,07.820.907/0001-46,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
CYRE3,Cyrela Brazil Realty SA Emprdts e Prtpcs,https://bastter.com/mercado/images/acao/CYRE.gif,73.178.600/0001-18,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
DIRR3,Direcional Engenharia SA,https://bastter.com/mercado/images/acao/DIRR.gif,16.614.075/0001-00,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
EVEN3,EVEN Construtora e Incorporadora SA,https://bastter.com/mercado/images/acao/EVEN.gif,43.470.988/0001-65,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
EZTC3,EZTEC Empreendimentos e Participacoes SA,https://bastter.com/mercado/images/acao/EZTC.gif,08.312.229/0001-73,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
GFSA3,Gafisa SA,https://bastter.com/mercado/images/acao/GFSA.gif,01.545.826/0001-07,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
HBOR3,Helbor Empreendimentos SA,https://bastter.com/mercado/images/acao/HBOR.gif,49.263.189/0001-02,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
INNT3,Inter Construtora e Incorporadora SA,https://bastter.com/mercado/images/acao/INNT.gif,09.611.768/0001-76,Consumo Cíclico,Construção Civil,Incorporações,Ação,MA
JHSF3,JHSF Participacoes SA,https://bastter.com/mercado/images/acao/JHSF.gif,08.294.224/0001-65,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
JFEN3,Joao Fortes Engenharia S.A.,https://bastter.com/mercado/images/acao/JFEN.gif,33.035.536/0001-00,Consumo Cíclico,Construção Civil,Incorporações,Ação,
MTRE3,Mitre Realty Emprndmnts e Prtcpcs SA,https://bastter.com/mercado/images/acao/MTRE.gif,07.882.930/0001-65,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
MDNE3,Moura Dubeux Engenharia S.A.,https://bastter.com/mercado/images/acao/MDNE.gif,12.049.631/0001-84,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
MRVE3,MRV Engenharia e Participacoes SA,https://bastter.com/mercado/images/acao/MRVE.gif,08.343.492/0001-20,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
PDGR3,PDG Realty SA Empreend e Participacoes,https://bastter.com/mercado/images/acao/PDGR.gif,02.950.811/0001-89,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
RDNI3,RNI Negocios Imobiliarios SA,https://bastter.com/mercado/images/acao/RDNI.gif,67.010.660/0001-24,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
RSID3,Rossi Residencial SA,https://bastter.com/mercado/images/acao/RSID.gif,61.065.751/0001-80,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
TCSA3,Tecnisa SA,https://bastter.com/mercado/images/acao/TCSA.gif,08.065.557/0001-12,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
TEND3,Construtora Tenda SA,https://bastter.com/mercado/images/acao/TEND.gif,71.476.527/0001-35,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
TRIS3,Trisul SA,https://bastter.com/mercado/images/acao/TRIS.gif,08.811.643/0001-27,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
VIVR3,Viver Incorporadora e Construtora SA,https://bastter.com/mercado/images/acao/VIVR.gif,67.571.414/0001-41,Consumo Cíclico,Construção Civil,Incorporações,Ação,NM
CEDO3,Cia De Fiacao E Tecidos Cedro Cachoeira,https://bastter.com/mercado/images/acao/CEDO.gif,17.245.234/0001-00,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,N1
CEDO4,Cia De Fiacao E Tecidos Cedro Cachoeira Preference Shares,https://bastter.com/mercado/images/acao/CEDO.gif,17.245.234/0001-00,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,N1
CTNM3,Companhia de Tecidos Nrt d Mns COTEMINAS,https://bastter.com/mercado/images/acao/CTNM.gif,22.677.520/0001-76,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
CTNM4,Companhia de Tecidos Nrt d Mns COTEMINAS Preference Shares,https://bastter.com/mercado/images/acao/CTNM.gif,22.677.520/0001-76,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
DOHL3,Dohler S.A.,https://bastter.com/mercado/images/acao/DOHL.gif,84.683.408/0001-03,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
DOHL4,Dohler S.A. Preference Shares,https://bastter.com/mercado/images/acao/DOHL.gif,84.683.408/0001-03,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
CTKA3,Karsten SA,https://bastter.com/mercado/images/acao/CTKA.gif,82.640.558/0001-04,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
CTKA4,Karsten SA Preference Shares,https://bastter.com/mercado/images/acao/CTKA.gif,82.640.558/0001-04,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
PTNT3,Pettenati SA Industria Textil,https://bastter.com/mercado/images/acao/PTNT.gif,88.613.658/0001-10,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
PTNT4,Pettenati SA Industria Textil Preference Shares,https://bastter.com/mercado/images/acao/PTNT.gif,88.613.658/0001-10,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
CTSA3,Companhia Tecidos Santanense,https://bastter.com/mercado/images/acao/CTSA.gif,21.255.567/0001-89,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
CTSA4,Companhia Tecidos Santanense Preference Shares,https://bastter.com/mercado/images/acao/CTSA.gif,21.255.567/0001-89,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
CTSA8,Companhia Tecidos Santanense Preference Shares Class D,https://bastter.com/mercado/images/acao/CTSA.gif,21.255.567/0001-89,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
SGPS3,Springs Global Participacoes SA,https://bastter.com/mercado/images/acao/SGPS.gif,07.718.269/0001-57,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,NM
TEKA3,Teka Tecelagem Kuehnrich SA,https://bastter.com/mercado/images/acao/TEKA.gif,82.636.986/0001-55,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
TEKA4,Teka Tecelagem Kuehnrich SA Preference Shares,https://bastter.com/mercado/images/acao/TEKA.gif,82.636.986/0001-55,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
TXRX3,Textil Renauxview SA,https://bastter.com/mercado/images/acao/TXRX.gif,82.982.075/0001-80,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
TXRX4,Textil Renauxview SA Preference Shares,https://bastter.com/mercado/images/acao/TXRX.gif,82.982.075/0001-80,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Fios e Tecidos,Ação,
HGTX3,Cia Hering,https://bastter.com/mercado/images/acao/HGTX.gif,78.876.950/0001-71,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Vestuário,Ação,NM
ALPA3,Alpargatas SA,https://bastter.com/mercado/images/acao/ALPA.gif,61.079.117/0001-05,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados,Ação,N1
ALPA4,Alpargatas SA Preference Shares,https://bastter.com/mercado/images/acao/ALPA.gif,61.079.117/0001-05,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados,Ação,N1
CAMB3,Cambuci Ord Shs,https://bastter.com/mercado/images/acao/CAMB.gif,61.088.894/0001-08,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados,Ação,
GRND3,Grendene SA,https://bastter.com/mercado/images/acao/GRND.gif,89.850.341/0001-60,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados,Ação,NM
VULC3,Vulcabras Azaleia SA,https://bastter.com/mercado/images/acao/VULC.gif,50.926.955/0001-42,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Calçados,Ação,NM
MNDL3,Mundial SA Produtos de Consumo,https://bastter.com/mercado/images/acao/MNDL.gif,88.610.191/0001-54,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Acessórios,Ação,
TECN3,Technos SA,https://bastter.com/mercado/images/acao/TECN.gif,09.295.063/0001-97,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Acessórios,Ação,NM
VIVA3,Vivara Participacoes SA,https://bastter.com/mercado/images/acao/VIVA.gif,84.453.844/0342-44,Consumo Cíclico,"Tecidos, Vestuário e Calçados",Acessórios,Ação,NM
WHRL3,Whirlpool SA,https://bastter.com/mercado/images/acao/WHRL.gif,59.105.999/0001-86,Consumo Cíclico,Utilidades Domésticas,Eletrodomésticos,Ação,
WHRL4,Whirlpool SA Preference Shares,https://bastter.com/mercado/images/acao/WHRL.gif,59.105.999/0001-86,Consumo Cíclico,Utilidades Domésticas,Eletrodomésticos,Ação,
UCAS3,UNICASA Industria de Moveis S/A,https://bastter.com/mercado/images/acao/UCAS.gif,90.441.460/0001-48,Consumo Cíclico,Utilidades Domésticas,Móveis,Ação,NM
HETA3,Hercules SA - Fabrica de Talheres,https://bastter.com/mercado/images/acao/HETA.gif,92.749.225/0001-63,Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos,Ação,
HETA4,Hercules SA - Fabrica de Talheres Preference Shares,https://bastter.com/mercado/images/acao/HETA.gif,92.749.225/0001-63,Consumo Cíclico,Utilidades Domésticas,Utensílios Domésticos,Ação,
MYPK3,Iochpe Maxion SA,https://bastter.com/mercado/images/acao/MYPK.gif,61.156.113/0001-75,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas,Ação,NM
LEVE3,Mahle Metal Leve SA,https://bastter.com/mercado/images/acao/LEVE.gif,60.476.884/0001-87,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas,Ação,NM
PLAS3,Plascar Participacoes Industriais SA,https://bastter.com/mercado/images/acao/PLAS.gif,51.928.174/0001-50,Consumo Cíclico,Automóveis e Motocicletas,Automóveis e Motocicletas,Ação,
HOOT4,Hoteis Othon SA Preference Shares,https://bastter.com/mercado/images/acao/HOOT.gif,33.200.049/0001-47,Consumo Cíclico,Hoteis e Restaurantes,Hotelaria,Ação,
ZAMP3,ZAMP S.A,https://bastter.com/mercado/images/acao/BKBR.gif,13.574.594/0001-96,Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares,Ação,NM
MEAL3,International Meal Company Alimentcao SA,https://bastter.com/mercado/images/acao/MEAL.gif,17.314.329/0001-20,Consumo Cíclico,Hoteis e Restaurantes,Restaurante e Similares,Ação,NM
BMKS3,Bicicletas Monark SA,https://bastter.com/mercado/images/acao/BMKS.gif,56.992.423/0001-90,Consumo Cíclico,Viagens e Lazer,Bicicletas,Ação,
ESTR4,Manufatura de Brinquedos Estrela SA Preference Shares,https://bastter.com/mercado/images/acao/ESTR.gif,61.082.004/0001-50,Consumo Cíclico,Viagens e Lazer,Brinquedos e Jogos,Ação,
AHEB3,Sao Paulo Turismo SA,https://bastter.com/mercado/images/acao/AHEB.gif,62.002.886/0001-60,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,Ação,
AHEB5,Sao Paulo Turismo SA Preference Shares Class A,https://bastter.com/mercado/images/acao/AHEB.gif,62.002.886/0001-60,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,Ação,
AHEB6,Sao Paulo Turismo SA Preference Shares Class B,https://bastter.com/mercado/images/acao/AHEB.gif,62.002.886/0001-60,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,Ação,
SHOW3,T4f Entretenimento SA,https://bastter.com/mercado/images/acao/SHOW.gif,02.860.694/0001-62,Consumo Cíclico,Viagens e Lazer,Produção de Eventos e Shows,Ação,NM
CVCB3,CVC Brasil Operadora e Agencia d Vgns SA,https://bastter.com/mercado/images/acao/CVCB.gif,10.760.260/0001-19,Consumo Cíclico,Viagens e Lazer,Viagens e Turismo,Ação,NM
SMFT3,Smartfit Escola de Ginastica e Danca SA,https://bastter.com/mercado/images/acao/SMFT.gif,07.594.978/0001-78,Consumo Cíclico,Viagens e Lazer,Atividades Esportivas,Ação,M2
ANIM3,Anima Holding SA,https://bastter.com/mercado/images/acao/ANIM.gif,09.288.252/0001-32,Consumo Cíclico,Diversos,Serviços Educacionais,Ação,NM
BAHI3,Bahema Educacao SA,https://bastter.com/mercado/images/acao/BAHI.gif,45.987.245/0001-92,Consumo Cíclico,Diversos,Serviços Educacionais,Ação,MA
COGN3,Cogna Educacao SA,https://bastter.com/mercado/images/acao/COGN.gif,02.800.026/0001-40,Consumo Cíclico,Diversos,Serviços Educacionais,Ação,NM
SEER3,Ser Educacional SA,https://bastter.com/mercado/images/acao/SEER.gif,04.986.320/0001-13,Consumo Cíclico,Diversos,Serviços Educacionais,Ação,NM
YDUQ3,YDUQS Participacoes SA,https://bastter.com/mercado/images/acao/YDUQ.gif,08.807.432/0001-10,Consumo Cíclico,Diversos,Serviços Educacionais,Ação,NM
RENT3,Localiza Rent a Car SA,https://bastter.com/mercado/images/acao/RENT.gif,16.670.085/0001-55,Consumo Cíclico,Diversos,Aluguel de carros,Ação,NM
LCAM3,Companhia de Locacao das Americas,https://bastter.com/mercado/images/acao/LCAM.gif,10.215.988/0001-60,Consumo Cíclico,Diversos,Aluguel de carros,Ação,NM
MSRO3,Maestro Locadora de Veiculos SA,https://bastter.com/mercado/images/acao/MSRO.gif,08.795.211/0001-70,Consumo Cíclico,Diversos,Aluguel de carros,Ação,M2
MOVI3,Movida Participacoes SA,https://bastter.com/mercado/images/acao/MOVI.gif,21.314.559/0001-66,Consumo Cíclico,Diversos,Aluguel de carros,Ação,NM
SMLS3,Smiles Fidelidade SA,https://bastter.com/mercado/images/acao/SMLS.gif,05.730.375/0001-20,Consumo Cíclico,Diversos,Programas de Fidelização,Ação,NM
AZZA3,Arezzo Industria E Comercio SA,https://bastter.com/mercado/images/acao/ARZZ.gif,16.590.234/0001-76,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,NM
CEAB3,C&A Modas SA,https://bastter.com/mercado/images/acao/CEAB.gif,45.242.914/0001-05,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,NM
CGRA3,Grazziotin SA,https://bastter.com/mercado/images/acao/CGRA.gif,92.012.467/0001-70,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,
CGRA4,Grazziotin SA Preference Shares,https://bastter.com/mercado/images/acao/CGRA.gif,92.012.467/0001-70,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,
GUAR3,Guararapes Confeccoes SA,https://bastter.com/mercado/images/acao/GUAR.gif,08.402.943/0001-52,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,
LLIS3,Restoque Comercio e Confecos de Roups SA,https://bastter.com/mercado/images/acao/LLIS.gif,49.669.856/0001-43,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,NM
AMAR3,Marisa Lojas SA,https://bastter.com/mercado/images/acao/AMAR.gif,61.189.288/0001-89,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,NM
LREN3,Lojas Renner SA,https://bastter.com/mercado/images/acao/LREN.gif,92.754.738/0001-62,Consumo Cíclico,Comércio,"Tecidos, Vestuário e Calçados",Ação,NM
MGLU3,Magazine Luiza SA,https://bastter.com/mercado/images/acao/MGLU.gif,47.960.950/0001-21,Consumo Cíclico,Comércio,Eletrodomésticos,Ação,NM
BHIA3,Grupo Casas Bahia,https://files.bastter.com/acao/VIIA.gif,33.041.260/0652-90,Consumo Cíclico,Comércio,Eletrodomésticos,Ação,NM
AMER3,Americanas S.A,https://www.anacouto.com.br/wp-content/uploads/2021/07/GALERIA-SITE-AMERICANAS.png,00.776.574/0001-56,Consumo Cíclico,Comércio,Produtos Diversos,Ação,NM
SBFG3,Grupo SBF SA,https://bastter.com/mercado/images/acao/CNTO.gif,13.217.485/0001-11,Consumo Cíclico,Comércio,Produtos Diversos,Ação,NM
LAME3,Lojas Americanas SA,https://bastter.com/mercado/images/acao/LAME.gif,33.014.556/0001-96,Consumo Cíclico,Comércio,Produtos Diversos,Ação,N1
LAME4,Lojas Americanas SA Preference Shares,https://bastter.com/mercado/images/acao/LAME.gif,33.014.556/0001-96,Consumo Cíclico,Comércio,Produtos Diversos,Ação,N1
SLED3,Saraiva Livreiros SA em Recuperacao Jdcl,https://bastter.com/mercado/images/acao/SLED.gif,60.500.139/0001-26,Consumo Cíclico,Comércio,Produtos Diversos,Ação,N2
SLED4,Saraiva Livreiros SA em Recuperacao Jdcl Preference Shares,https://bastter.com/mercado/images/acao/SLED.gif,60.500.139/0001-26,Consumo Cíclico,Comércio,Produtos Diversos,Ação,N2
BIOM3,Biomm SA,https://bastter.com/mercado/images/acao/BIOM.gif,04.752.991/0001-10,Saúde,Medicamentos e Outros Produtos,Medicamentos e Outros Produtos,Ação,MA
